-10	0.048370956	-0.003439818	0.058081582	0.059542498					HbO2 AUC	HbRAUC	HbO2AMP	HbRAMP		Normalized				
-4.12	0.115588803	-0.113034132	0.05845854	0.059928938				3.36	-0.0497116	0.100760473	0.058486695	0.059957801		3.36	0.032852178	0.022216957	-5.16093E-05	-5.29074E-05
-4.08	0.12096487	-0.117140282	0.05845896	0.059929368				3.4	-0.040129926	0.098665397	0.058486795	0.059957904		3.4	0.042433852	0.020121881	-5.15091E-05	-5.28047E-05
-4.04	0.126329223	-0.120746436	0.058460279	0.059930721				3.44	-0.030334099	0.09625993	0.05848682	0.059957929		3.44	0.052229679	0.017716413	-5.14847E-05	-5.27797E-05
-4	0.130107264	-0.123636848	0.058468668	0.05993932				3.48	-0.022722619	0.093366709	0.058490987	0.059962201		3.48	0.059841159	0.014823192	-4.73172E-05	-4.85074E-05
-3.96	0.132088913	-0.125894411	0.058467538	0.059938162				3.52	-0.013092912	0.090316251	0.058491037	0.059962253		3.52	0.069470866	0.011772735	-4.72672E-05	-4.84561E-05
-3.92	0.135937651	-0.127449731	0.058467962	0.059938597				3.56	-0.004756681	0.086905522	0.058480314	0.059951259		3.56	0.077807097	0.008362006	-5.79909E-05	-5.94495E-05
-3.88	0.139713948	-0.128490173	0.05846846	0.059939108				3.6	0.005167121	0.08318755	0.058480586	0.059951538		3.6	0.087730899	0.004644034	-5.77184E-05	-5.91702E-05
-3.84	0.142482021	-0.128636575	0.058468491	0.059939139				3.64	0.014449132	0.079024238	0.058495121	0.059966439		3.64	0.09701291	0.000480722	-4.31832E-05	-4.42694E-05
-3.8	0.145391145	-0.128256576	0.058469082	0.059939745				3.68	0.024043823	0.074656231	0.058495564	0.059966893		3.68	0.106607601	-0.003887285	-4.27407E-05	-4.38158E-05
-3.76	0.145267911	-0.126947583	0.058467161	0.059937775				3.72	0.033101553	0.069827352	0.058508995	0.059980662		3.72	0.115665331	-0.008716165	-2.93091E-05	-3.00463E-05
-3.72	0.146422983	-0.124925085	0.058471543	0.059942268				3.76	0.041992235	0.064680409	0.058523164	0.059995187		3.76	0.124556013	-0.013863108	-1.51405E-05	-1.55213E-05
-3.68	0.146235769	-0.122324159	0.058462495	0.059932993				3.8	0.051402352	0.059353458	0.058523447	0.059995477		3.8	0.13396613	-0.019190058	-1.48577E-05	-1.52314E-05
-3.64	0.147159273	-0.119155445	0.058462854	0.059933361				3.84	0.060570307	0.053749499	0.058523688	0.059995725		3.84	0.143134085	-0.024794017	-1.46161E-05	-1.49837E-05
-3.6	0.14785487	-0.115467281	0.058463023	0.059933534				3.88	0.069481566	0.047865036	0.058523895	0.059995936		3.88	0.152045344	-0.03067848	-1.44099E-05	-1.47724E-05
-3.56	0.148168873	-0.111348686	0.058462954	0.059933463				3.92	0.078768554	0.04153011	0.058524294	0.059996346		3.92	0.161332332	-0.037013406	-1.40101E-05	-1.43625E-05
-3.52	0.147514841	-0.106797695	0.058467956	0.05993859				3.96	0.086285365	0.035216183	0.058540234	0.060012687		3.96	0.168849143	-0.043327333	1.92954E-06	1.97807E-06
-3.48	0.147160536	-0.102023514	0.058468749	0.059939404				4	0.094754678	0.028652327	0.058540386	0.060012843		4	0.177318456	-0.049891189	2.08192E-06	2.13429E-06
-3.44	0.14624119	-0.097049776	0.058469004	0.059939665				4.04	0.10227236	0.021762394	0.058552795	0.060025563		4.04	0.184836138	-0.056781122	1.44904E-05	1.48549E-05
-3.4	0.145169086	-0.091955833	0.058469473	0.059940146				4.08	0.108862803	0.014698848	0.058541898	0.060014393		4.08	0.191426581	-0.063844669	3.59375E-06	3.68414E-06
-3.36	0.143791976	-0.086820789	0.058469631	0.059940308				4.12	0.11632232	0.007759297	0.058542032	0.06001453		4.12	0.198886098	-0.070784219	3.72785E-06	3.82161E-06
-3.32	0.142098584	-0.08171	0.058470129	0.059940819				4.16	0.123530203	0.000756756	0.058541877	0.060014371		4.16	0.206093981	-0.07778676	3.57274E-06	3.66261E-06
-3.28	0.14032245	-0.076908371	0.058470599	0.0599413				4.2	0.130440971	-0.00628597	0.058541816	0.060014308		4.2	0.213004749	-0.084829486	3.51131E-06	3.59963E-06
-3.24	0.138104209	-0.072102751	0.058471131	0.059941846				4.24	0.137100738	-0.013298195	0.058541773	0.060014264		4.24	0.219664516	-0.091841711	3.46833E-06	3.55557E-06
-3.2	0.135506496	-0.067541625	0.058471294	0.059942013				4.28	0.143436442	-0.020241429	0.058541771	0.060014263		4.28	0.22600022	-0.098784945	3.46694E-06	3.55414E-06
-3.16	0.133008286	-0.063274679	0.058472018	0.059942754				4.32	0.148528952	-0.026978344	0.058552018	0.060024767		4.32	0.23109273	-0.105521861	1.37139E-05	1.40588E-05
-3.12	0.129956435	-0.059311664	0.058472441	0.059943188				4.36	0.153222784	-0.033722751	0.058564477	0.060037539		4.36	0.235786562	-0.112266268	2.6172E-05	2.68303E-05
-3.08	0.126743624	-0.055707521	0.058472669	0.059943422				4.4	0.158189879	-0.040114077	0.058564482	0.060037544		4.4	0.240753657	-0.118657594	2.61772E-05	2.68356E-05
-3.04	0.123291781	-0.052476504	0.0584736	0.059944377				4.44	0.162831033	-0.046239986	0.058564481	0.060037544		4.44	0.245394811	-0.124783502	2.61769E-05	2.68354E-05
-3	0.119327193	-0.049663999	0.058473641	0.059944418				4.48	0.166782736	-0.052008275	0.05856486	0.060037932		4.48	0.249346514	-0.130551791	2.65555E-05	2.72234E-05
-2.96	0.115262559	-0.047216614	0.058473708	0.059944488				4.52	0.170499126	-0.057436138	0.058565157	0.060038236		4.52	0.253062904	-0.135979654	2.68523E-05	2.75277E-05
-2.92	0.110399616	-0.04512698	0.058480618	0.059951572				4.56	0.173709285	-0.06244361	0.058565406	0.060038492		4.56	0.256273063	-0.140987126	2.71018E-05	2.77835E-05
-2.88	0.103371107	-0.043392595	0.058478163	0.059949054				4.6	0.174058419	-0.066974606	0.058567655	0.060040797		4.6	0.256622197	-0.145518122	2.93502E-05	3.00885E-05
-2.84	0.096281459	-0.041984791	0.058472303	0.059943047				4.64	0.176510294	-0.070977877	0.0585676	0.060040741		4.64	0.259074072	-0.149521393	2.92958E-05	3.00327E-05
-2.8	0.090130065	-0.040896449	0.058461311	0.059931779				4.68	0.178293274	-0.074448694	0.058568206	0.060041363		4.68	0.260857052	-0.15299221	2.9902E-05	3.06541E-05
-2.76	0.08499821	-0.040192811	0.058468419	0.059939065				4.72	0.180062411	-0.077370412	0.058568579	0.060041744		4.72	0.262626189	-0.155913928	3.02742E-05	3.10357E-05
-2.72	0.080378405	-0.039597037	0.058468416	0.059939062				4.76	0.181385409	-0.07974438	0.058568753	0.060041923		4.76	0.263949187	-0.158287896	3.04488E-05	3.12147E-05
-2.68	0.075924787	-0.039257922	0.058468915	0.059939574				4.8	0.182363059	-0.081543574	0.058568935	0.06004211		4.8	0.264926837	-0.16008709	3.06309E-05	3.14014E-05
-2.64	0.071489219	-0.039120343	0.058469445	0.059940117				4.84	0.183139995	-0.082775346	0.058568956	0.060042131		4.84	0.265703773	-0.161318862	3.06518E-05	3.14228E-05
-2.6	0.066896159	-0.039156262	0.058469647	0.059940324				4.88	0.182341383	-0.083644967	0.058557004	0.060029879		4.88	0.264905161	-0.162188483	1.86996E-05	1.91699E-05
-2.56	0.060864664	-0.039311041	0.058459041	0.059929451				4.92	0.181006372	-0.083739041	0.058546408	0.060019016		4.92	0.26357015	-0.162282557	8.10386E-06	8.30769E-06
-2.52	0.056629175	-0.039542436	0.05845956	0.059929983				4.96	0.181153903	-0.083267374	0.058546467	0.060019077		4.96	0.26371768	-0.16181089	8.16263E-06	8.36794E-06
-2.48	0.052858101	-0.04002314	0.058459693	0.05993012				5	0.180952264	-0.082314946	0.058546459	0.060019068		5	0.263516042	-0.160858462	8.1545E-06	8.35961E-06
-2.44	0.04757109	-0.040631629	0.058449481	0.059919651				5.04	0.178776616	-0.080930056	0.058532867	0.060005135		5.04	0.261340394	-0.159473572	-5.43711E-06	-5.57386E-06
-2.4	0.043312817	-0.041011816	0.058449364	0.059919531				5.08	0.178019071	-0.079074384	0.058533001	0.060005272		5.08	0.260582849	-0.1576179	-5.30365E-06	-5.43706E-06
-2.36	0.039348472	-0.041418924	0.058449427	0.059919595				5.12	0.177168756	-0.076861514	0.058533063	0.060005336		5.12	0.259732534	-0.15540503	-5.24127E-06	-5.3731E-06
-2.32	0.036100577	-0.042019594	0.058449936	0.059920117				5.16	0.17545961	-0.074315361	0.058545876	0.060018471		5.16	0.258023388	-0.152858878	7.57161E-06	7.76205E-06
-2.28	0.032617217	-0.042414063	0.058450199	0.059920387				5.2	0.173084758	-0.071603675	0.058535768	0.060008109		5.2	0.255648536	-0.150147192	-2.53609E-06	-2.59988E-06
-2.24	0.02837817	-0.042703436	0.058457654	0.059928029				5.24	0.170435028	-0.068688157	0.058523262	0.059995287		5.24	0.252998806	-0.147231673	-1.50428E-05	-1.54212E-05
-2.2	0.023576604	-0.04302806	0.058446752	0.059916853				5.28	0.169294826	-0.065572519	0.05852324	0.059995265		5.28	0.251858604	-0.144116035	-1.50643E-05	-1.54432E-05
-2.16	0.019266435	-0.043402204	0.058436648	0.059906495				5.32	0.166610251	-0.062420619	0.058513713	0.059985499		5.32	0.249174029	-0.140964135	-2.45915E-05	-2.52101E-05
-2.12	0.016744584	-0.043651701	0.058437002	0.059906858				5.36	0.165403671	-0.059236717	0.058513673	0.059985458		5.36	0.247967449	-0.137780233	-2.46314E-05	-2.5251E-05
-2.08	0.014154183	-0.043583207	0.058437072	0.05990693				5.4	0.16475284	-0.056313051	0.058513915	0.059985706		5.4	0.247316618	-0.134856568	-2.43894E-05	-2.50028E-05
-2.04	0.011133858	-0.04352573	0.058446003	0.059916085				5.44	0.163536959	-0.053354996	0.058513905	0.059985695		5.44	0.246100737	-0.131898513	-2.43995E-05	-2.50132E-05
-2	0.008719504	-0.043193682	0.058446059	0.059916143				5.48	0.160882193	-0.050777487	0.058501594	0.059973075		5.48	0.243445971	-0.129321004	-3.67107E-05	-3.76341E-05
-1.96	0.005011036	-0.042684089	0.058436135	0.059905969				5.52	0.159725733	-0.048195463	0.058501596	0.059973077		5.52	0.242289511	-0.126738979	-3.67084E-05	-3.76317E-05
-1.92	0.003057486	-0.041911184	0.058436075	0.059905908				5.56	0.158364836	-0.045852807	0.058501918	0.059973407		5.56	0.240928614	-0.124396323	-3.63868E-05	-3.73021E-05
-1.88	0.000438664	-0.041039634	0.058445742	0.059915818				5.6	0.157192348	-0.043826507	0.058501843	0.059973331		5.6	0.239756126	-0.122370023	-3.6461E-05	-3.73781E-05
-1.84	-0.002586283	-0.039713863	0.058457282	0.059927648				5.64	0.155754135	-0.042177984	0.058502006	0.059973497		5.64	0.238317913	-0.120721501	-3.62983E-05	-3.72113E-05
-1.8	-0.004560175	-0.038202677	0.058457277	0.059927643				5.68	0.152464557	-0.040867242	0.05848887	0.059960031		5.68	0.235028335	-0.119410759	-4.94343E-05	-5.06778E-05
-1.76	-0.006328582	-0.036415344	0.058457348	0.059927715				5.72	0.151066417	-0.0398645	0.058488896	0.059960057		5.72	0.233630195	-0.118408017	-4.94086E-05	-5.06514E-05
-1.72	-0.009273511	-0.034255708	0.058466179	0.059936769				5.76	0.149408732	-0.039225543	0.058489083	0.059960249		5.76	0.231972509	-0.117769059	-4.92212E-05	-5.04592E-05
-1.68	-0.010844583	-0.032023753	0.058466359	0.059936954				5.8	0.14613987	-0.038954216	0.058478638	0.059949541		5.8	0.228703648	-0.117497732	-5.96666E-05	-6.11674E-05
-1.64	-0.013481656	-0.029251109	0.058473212	0.059943979				5.84	0.14280781	-0.038970561	0.05846708	0.059937693		5.84	0.225371588	-0.117514077	-7.1224E-05	-7.30155E-05
-1.6	-0.015429116	-0.026186936	0.058473233	0.059944001				5.88	0.141753241	-0.039635617	0.058468035	0.059938672		5.88	0.224317019	-0.118179133	-7.02693E-05	-7.20368E-05
-1.56	-0.016837647	-0.023027109	0.058473541	0.059944316				5.92	0.139893881	-0.040223556	0.058468038	0.059938675		5.92	0.222457659	-0.118767072	-7.02666E-05	-7.2034E-05
-1.52	-0.018559542	-0.019585073	0.058473528	0.059944303				5.96	0.137860942	-0.041054129	0.058468152	0.059938792		5.96	0.22042472	-0.119597646	-7.01523E-05	-7.19169E-05
-1.48	-0.020709193	-0.015660391	0.058473355	0.059944126				6	0.135806589	-0.042130468	0.058468192	0.059938832		6	0.218370367	-0.120673984	-7.01127E-05	-7.18762E-05
-1.44	-0.02256498	-0.011459272	0.058473361	0.059944131				6.04	0.132351285	-0.043642054	0.058456153	0.059926491		6.04	0.214915063	-0.122185571	-8.21514E-05	-8.42177E-05
-1.4	-0.024615541	-0.007011581	0.058473323	0.059944093				6.08	0.130082847	-0.045063149	0.058456196	0.059926534		6.08	0.212646625	-0.123606666	-8.21089E-05	-8.41741E-05
-1.36	-0.026682119	-0.002375624	0.058473292	0.059944061				6.12	0.126326015	-0.046652505	0.058447707	0.059917832		6.12	0.208889793	-0.125196022	-9.05975E-05	-9.28762E-05
-1.32	-0.02856707	0.002198499	0.058473686	0.059944465				6.16	0.123950522	-0.048271856	0.058447628	0.059917752		6.16	0.2065143	-0.126815372	-9.06763E-05	-9.2957E-05
-1.28	-0.034077238	0.007052866	0.058429995	0.059899674				6.2	0.119724017	-0.050001811	0.058437149	0.059907008		6.2	0.202287795	-0.128545327	-0.000101156	-0.0001037
-1.24	-0.036121281	0.011924272	0.058430219	0.059899904				6.24	0.117086263	-0.051746834	0.05843716	0.05990702		6.24	0.199650041	-0.13029035	-0.000101145	-0.000103689
-1.2	-0.038551234	0.017005167	0.0584302	0.059899885				6.28	0.114405324	-0.053545767	0.058437162	0.059907022		6.28	0.196969102	-0.132089283	-0.000101142	-0.000103686
-1.16	-0.04171544	0.021911849	0.058440837	0.05991079				6.32	0.109964762	-0.055260192	0.058479571	0.059950498		6.32	0.19252854	-0.133803708	-5.87337E-05	-6.0211E-05
-1.12	-0.044252422	0.026894105	0.058440941	0.059910896				6.36	0.107339219	-0.057097117	0.058479512	0.059950437		6.36	0.189902997	-0.135640633	-5.87925E-05	-6.02713E-05
-1.08	-0.047660337	0.031827851	0.058448894	0.05991905				6.4	0.104638008	-0.058900482	0.058479529	0.059950454		6.4	0.187201786	-0.137443999	-5.87758E-05	-6.02542E-05
-1.04	-0.05030177	0.036569213	0.058448842	0.059918996				6.44	0.102501903	-0.061062724	0.058480218	0.059951161		6.44	0.185065681	-0.13960624	-5.80869E-05	-5.95479E-05
-1	-0.0539648	0.041195772	0.058460379	0.059930823				6.48	0.09984226	-0.062849431	0.058480222	0.059951165		6.48	0.182406038	-0.141392947	-5.80828E-05	-5.95438E-05
-0.96	-0.056674038	0.045534662	0.058460334	0.059930777				6.52	0.097302686	-0.064799757	0.058480588	0.05995154		6.52	0.179866464	-0.143343273	-5.77164E-05	-5.91682E-05
-0.92	-0.05956975	0.04958829	0.058460254	0.059930695				6.56	0.094529149	-0.06650891	0.05848092	0.059951881		6.56	0.177092927	-0.145052427	-5.73845E-05	-5.88279E-05
-0.88	-0.062312873	0.053368029	0.058460258	0.059930699				6.6	0.091957367	-0.068187262	0.058480905	0.059951866		6.6	0.174521145	-0.146730778	-5.73993E-05	-5.8843E-05
-0.84	-0.065155084	0.056824435	0.058460118	0.059930555				6.64	0.089241501	-0.069799864	0.058480901	0.059951861		6.64	0.171805279	-0.14834338	-5.74034E-05	-5.88473E-05
-0.8	-0.068686743	0.060032913	0.058471016	0.059941727				6.68	0.086090829	-0.071719522	0.058474164	0.059944955		6.68	0.168654607	-0.150263039	-6.41404E-05	-6.57537E-05
-0.76	-0.072283628	0.062909649	0.058480859	0.059951818				6.72	0.083794904	-0.073165	0.058474265	0.059945059		6.72	0.166358682	-0.151708516	-6.4039E-05	-6.56498E-05
-0.72	-0.074911195	0.065428918	0.058480697	0.059951652				6.76	0.080002445	-0.074549421	0.058465002	0.059935563		6.76	0.162566223	-0.153092937	-7.33023E-05	-7.5146E-05
-0.68	-0.076788447	0.067410641	0.058480946	0.059951907				6.8	0.078033495	-0.0757111	0.058464934	0.059935493		6.8	0.160597273	-0.154254616	-7.337E-05	-7.52155E-05
-0.64	-0.080040773	0.069330908	0.058493522	0.0599648				6.84	0.076072011	-0.076744052	0.058464969	0.059935528		6.84	0.158635789	-0.155287569	-7.33355E-05	-7.51801E-05
-0.6	-0.081695483	0.070702072	0.05849365	0.059964931				6.88	0.073183623	-0.077997609	0.058453522	0.059923794		6.88	0.155747401	-0.156541125	-8.47823E-05	-8.69148E-05
-0.56	-0.083207897	0.071987313	0.058493769	0.059965053				6.92	0.069946119	-0.078697547	0.05844353	0.05991355		6.92	0.152509897	-0.157241064	-9.47747E-05	-9.71586E-05
-0.52	-0.084663953	0.07298349	0.058493498	0.059964776				6.96	0.068532505	-0.079117715	0.058443563	0.059913584		6.96	0.151096283	-0.157661232	-9.47412E-05	-9.71242E-05
-0.48	-0.085256439	0.073601715	0.058493788	0.059965072				7	0.066377391	-0.079211248	0.058453225	0.059923489		7	0.148941169	-0.157754764	-8.50795E-05	-8.72195E-05
-0.44	-0.086736259	0.074093426	0.058505968	0.059977558				7.04	0.064819355	-0.079064069	0.058453225	0.059923489		7.04	0.147383133	-0.157607585	-8.50797E-05	-8.72197E-05
-0.4	-0.087244383	0.07461689	0.058505976	0.059977567				7.08	0.061764091	-0.078657804	0.058444065	0.059914099		7.08	0.144327869	-0.157201321	-9.42394E-05	-9.66098E-05
-0.36	-0.087285419	0.075059046	0.058505921	0.05997751				7.12	0.060830795	-0.078086735	0.058444008	0.05991404		7.12	0.143394573	-0.156630251	-9.42966E-05	-9.66684E-05
-0.32	-0.08722982	0.075424691	0.058505951	0.059977541				7.16	0.0594115	-0.077037328	0.058443928	0.059913958		7.16	0.141975278	-0.155580844	-9.43768E-05	-9.67506E-05
-0.28	-0.087494465	0.075627866	0.058515508	0.059987339				7.2	0.056990264	-0.075603531	0.058453975	0.059924258		7.2	0.139554042	-0.154147047	-8.43291E-05	-8.64502E-05
-0.24	-0.08691112	0.075972897	0.05851553	0.059987361				7.24	0.054636549	-0.073808004	0.058464588	0.059935138		7.24	0.137200327	-0.15235152	-7.37167E-05	-7.55709E-05
-0.2	-0.087008709	0.076421411	0.058527847	0.059999988				7.28	0.05152929	-0.07176116	0.058456236	0.059926576		7.28	0.134093068	-0.150304677	-8.20682E-05	-8.41325E-05
-0.16	-0.086664805	0.076907788	0.058537338	0.060009718				7.32	0.05001582	-0.069344592	0.058456058	0.059926393		7.32	0.132579598	-0.147888108	-8.22464E-05	-8.43151E-05
-0.12	-0.087157987	0.077380611	0.058524155	0.059996203				7.36	0.048528529	-0.066619669	0.05845572	0.059926047		7.36	0.131092307	-0.145163185	-8.25845E-05	-8.46618E-05
-0.08	-0.085089178	0.077541751	0.058525152	0.059997225				7.4	0.047180963	-0.063778521	0.058455787	0.059926116		7.4	0.129744741	-0.142322037	-8.25173E-05	-8.45929E-05
-0.04	-0.083317392	0.077914343	0.058525295	0.059997372				7.44	0.045144609	-0.060439808	0.058455949	0.059926281		7.44	0.127708387	-0.138983324	-8.23557E-05	-8.44272E-05
0	-0.082563778	0.078543516	0.058538305	0.060010709				7.48	0.04252143	-0.056780234	0.05846621	0.059936801		7.48	0.125085208	-0.135323751	-7.2094E-05	-7.39074E-05
0.04	-0.080670969	0.079112902	0.058538316	0.06001072				7.52	0.040779283	-0.05293182	0.058466251	0.059936843		7.52	0.123343061	-0.131475336	-7.20536E-05	-7.3866E-05
0.08	-0.078635401	0.079618739	0.05853829	0.060010694				7.56	0.039572401	-0.049059187	0.058466009	0.059936595		7.56	0.122136179	-0.127602704	-7.22952E-05	-7.41136E-05
0.12	-0.077545675	0.080138863	0.058548687	0.060021352				7.6	0.037057173	-0.044721824	0.05847646	0.059947308		7.6	0.119620951	-0.12326534	-6.18446E-05	-6.34002E-05
0.16	-0.07603581	0.080398039	0.058560472	0.060033434				7.64	0.035745442	-0.040411313	0.058476419	0.059947266		7.64	0.11830922	-0.118954829	-6.18858E-05	-6.34424E-05
0.2	-0.073626588	0.080518493	0.058560634	0.060033599				7.68	0.015356252	-0.026097042	0.059049009	0.060534258		7.68	0.09792003	-0.104640558	0.000510704	0.00052355
0.24	-0.071706494	0.080654592	0.058560486	0.060033449				7.72	0.013447706	-0.020886933	0.059048547	0.060533785		7.72	0.096011484	-0.09943045	0.000510242	0.000523076
0.28	-0.069750125	0.080619318	0.058560325	0.060033283				7.76	0.011358119	-0.015613616	0.05904856	0.060533798		7.76	0.093921897	-0.094157133	0.000510255	0.00052309
0.32	-0.067804682	0.080383416	0.058559977	0.060032926				7.8	0.008059056	-0.010317282	0.059041076	0.060526126		7.8	0.090622834	-0.088860798	0.000502771	0.000515417
0.36	-0.066144341	0.079930893	0.058559389	0.060032324				7.84	0.005573829	-0.004843984	0.059052023	0.060537349		7.84	0.088137607	-0.083387501	0.000513719	0.00052664
0.4	-0.063842714	0.079132289	0.058559702	0.060032644				7.88	0.001965714	0.000466387	0.059057241	0.060542698		7.88	0.084529492	-0.078077129	0.000518937	0.000531989
0.44	-0.064305647	0.078138742	0.058557239	0.06003012				7.92	-0.001972759	0.006040307	0.059058918	0.060544417		7.92	0.080591019	-0.072503209	0.000520614	0.000533709
0.48	-0.062738887	0.077116372	0.058557013	0.060029887				7.96	-0.004015885	0.011355405	0.059051479	0.060536791		7.96	0.078547893	-0.067188112	0.000513174	0.000526082
0.52	-0.060909638	0.075663268	0.058557	0.060029875				8	-0.004792862	0.016860557	0.059051409	0.060536719		8	0.077770916	-0.061682959	0.000513104	0.00052601
0.56	-0.059305427	0.073971794	0.058556957	0.06002983				8.04	-0.005562446	0.022329865	0.059051385	0.060536695		8.04	0.077001332	-0.056213651	0.000513081	0.000525986
0.6	-0.057600843	0.072071818	0.058557257	0.060030138				8.08	-0.005820767	0.027749677	0.05905048	0.060535766		8.08	0.076743011	-0.050793839	0.000512175	0.000525058
0.64	-0.056534477	0.070144222	0.058557263	0.060030144				8.12	-0.00620864	0.033082769	0.05905028	0.060535562		8.12	0.076355138	-0.045460747	0.000511976	0.000524853
0.68	-0.057446446	0.068006733	0.058544763	0.06001733				8.16	-0.006562592	0.038296083	0.059049881	0.060535152		8.16	0.076001186	-0.040247434	0.000511576	0.000524444
0.72	-0.058270547	0.065740817	0.058534289	0.060006592				8.2	-0.006667491	0.0433692	0.059049149	0.060534402		8.2	0.075896287	-0.035174316	0.000510844	0.000523693
0.76	-0.057777017	0.063366727	0.058534291	0.060006594				8.24	-0.006877023	0.048131733	0.059049088	0.06053434		8.24	0.075686755	-0.030411783	0.000510783	0.000523631
0.8	-0.057482618	0.06083924	0.058534363	0.060006668				8.28	-0.006957911	0.052731555	0.059048672	0.060533913		8.28	0.075605867	-0.025811961	0.000510367	0.000523204
0.84	-0.057587327	0.058184893	0.058534479	0.060006786				8.32	-0.007746429	0.057391064	0.059048465	0.060533702		8.32	0.074817349	-0.021152453	0.000510161	0.000522993
0.88	-0.057869249	0.055452116	0.058534624	0.060006935				8.36	-0.008490164	0.061830853	0.059048091	0.060533318		8.36	0.074073614	-0.016712663	0.000509787	0.000522609
0.92	-0.058499389	0.052624477	0.05853449	0.060006798				8.4	-0.009455229	0.066047929	0.059047991	0.060533215		8.4	0.073108549	-0.012495588	0.000509686	0.000522506
0.96	-0.060190567	0.049842525	0.058544896	0.060017466				8.44	-0.01048428	0.07004905	0.059047608	0.060532823		8.44	0.072079498	-0.008494466	0.000509303	0.000522114
1	-0.062333581	0.046780173	0.058532676	0.060004938				8.48	-0.011852297	0.073845818	0.059047373	0.060532582		8.48	0.070711481	-0.004697698	0.000509069	0.000521873
1.04	-0.062840354	0.043768803	0.058532862	0.060005129				8.52	-0.012874134	0.077207715	0.059046786	0.06053198		8.52	0.069689644	-0.001335801	0.000508482	0.000521272
1.08	-0.065381141	0.040811948	0.058516847	0.059988711				8.56	-0.015961093	0.080462107	0.05904131	0.060526366		8.56	0.066602685	0.001918591	0.000503005	0.000515657
1.12	-0.066486203	0.038191114	0.058516665	0.059988525				8.6	-0.017966651	0.083404529	0.059041375	0.060526433		8.6	0.064597127	0.004861013	0.000503071	0.000515724
1.16	-0.067482304	0.035536823	0.05851664	0.059988499				8.64	-0.020111199	0.086043657	0.059041213	0.060526266		8.64	0.062452579	0.00750014	0.000502908	0.000515558
1.2	-0.068451319	0.033033462	0.058516608	0.059988467				8.68	-0.02254165	0.088352579	0.059040883	0.060525928		8.68	0.060022128	0.009809062	0.000502578	0.00051522
1.24	-0.069715894	0.030859427	0.058516351	0.059988203				8.72	-0.025976203	0.090329567	0.059049933	0.060535206		8.72	0.056587575	0.011786051	0.000511629	0.000524497
1.28	-0.07106359	0.028927718	0.058516243	0.059988092				8.76	-0.030165452	0.091882634	0.059045094	0.060530246		8.76	0.052398326	0.013339118	0.00050679	0.000519537
1.32	-0.074024628	0.027220566	0.058502463	0.059973965				8.8	-0.035665508	0.093138961	0.059046517	0.060531704		8.8	0.04689827	0.014595445	0.000508213	0.000520996
1.36	-0.075536892	0.025834874	0.058501998	0.059973489				8.84	-0.038947291	0.093977833	0.059046165	0.060531344		8.84	0.043616487	0.015434316	0.000507861	0.000520635
1.4	-0.078167057	0.024533841	0.058487283	0.059958404				8.88	-0.042644253	0.094425618	0.059046172	0.060531351		8.88	0.039919525	0.015882102	0.000507868	0.000520642
1.44	-0.079082684	0.023547835	0.058487271	0.059958392				8.92	-0.046356917	0.094461646	0.059045899	0.060531071		8.92	0.036206861	0.015918129	0.000507595	0.000520362
1.48	-0.081157273	0.023089553	0.058497469	0.059968846				8.96	-0.050191006	0.094093019	0.059045499	0.060530661		8.96	0.032372772	0.015549503	0.000507195	0.000519952
1.52	-0.082512497	0.022883194	0.058497425	0.0599688				9	-0.056542077	0.093329303	0.059046083	0.060531259		9	0.026021701	0.014785787	0.000507778	0.00052055
1.56	-0.086336498	0.023043427	0.05849236	0.059963608				9.04	-0.0623538	0.092167448	0.059036579	0.060521517		9.04	0.020209978	0.013623932	0.000498275	0.000510808
1.6	-0.087449453	0.02352019	0.058492339	0.059963587				9.08	-0.06576421	0.090505248	0.059035368	0.060520275		9.08	0.016799568	0.011961732	0.000497064	0.000509566
1.64	-0.088303138	0.02411102	0.058492495	0.059963747				9.12	-0.069992862	0.088675893	0.059034956	0.060519853		9.12	0.012570916	0.010132377	0.000496652	0.000509144
1.68	-0.08881344	0.024784186	0.058493361	0.059964634				9.16	-0.074235255	0.086511669	0.059034076	0.06051895		9.16	0.008328523	0.007968152	0.000495771	0.000508241
1.72	-0.090321951	0.026135931	0.058493449	0.059964725				9.2	-0.078519979	0.08403176	0.059034059	0.060518932		9.2	0.004043799	0.005488244	0.000495754	0.000508224
1.76	-0.091808996	0.027736519	0.058493644	0.059964925				9.24	-0.082661402	0.081210771	0.059034175	0.060519052		9.24	-9.76241E-05	0.002667255	0.000495871	0.000508343
1.8	-0.093352314	0.029600615	0.058493656	0.059964937				9.28	-0.08703532	0.078149691	0.059033769	0.060518636		9.28	-0.004471542	-0.000393825	0.000495465	0.000507927
1.84	-0.096472969	0.031656298	0.058479838	0.059950772				9.32	-0.091203465	0.074845079	0.059032961	0.060517807		9.32	-0.008639688	-0.003698438	0.000494657	0.000507099
1.88	-0.097541361	0.033789488	0.058480119	0.059951059				9.36	-0.095100795	0.071336437	0.059031981	0.060516802		9.36	-0.012537017	-0.007207079	0.000493676	0.000506094
1.92	-0.099109531	0.036279373	0.058480143	0.059951084				9.4	-0.099222057	0.067680291	0.059031647	0.060516461		9.4	-0.016658279	-0.010863225	0.000493343	0.000505752
1.96	-0.102798595	0.039106323	0.058528961	0.06000113				9.44	-0.103980603	0.063978807	0.059041167	0.06052622		9.44	-0.021416825	-0.014564709	0.000502863	0.000515511
